certNumber,streetName,streetNumber,sector,yearBuilt,heightRegime,apartmentCount,area,yearExpertise,expertName,observations,category
340.,Strada VIITORULUI,116,2,1920,S+P+2E+Ma,5,217,1993,Stelian PICULESCU,,Rs1
341.,Strada VIITORULUI,138,2,1935,S+P+2E,6,669,1993,Dragoş BADEA,,Rs1
342.,Strada VIŞINILOR,13,2,1930,S+P+2;S+P+3+M,14,1.342,1993,Constantin ARIENESCU,,Rs1
343.,Strada VULTURILOR,25,3,1935,P+5E,20,2.061,1994,Adina SIMION,,Rs1
344.,Strada WASHINGTON,17,1,1925,S+P+2E+Ma,15,1.397,1996,Constantin TARHON,,Rs1
345.,Strada ZECE MESE,12,2,1934,S+P+3E,11,997,1993,Mircea CONDRUT,,Rs1
346.,Strada ZECE MESE,21,2,1940,S+P+2E+Ma,5,617,1993,Ion LUNGU,,Rs1
1.,Strada 11 IUNIE,15,4,1950,P+5E,8,320,1997,Marin TEODOR,,Rs2
2.,Strada 11 IUNIE,18,4,1925,S+P+3E+Ma,8,754,1995,Octavian MANOIU,,Rs2
3.,Strada 11 IUNIE,67,4,1890,S+P+3E,18,291,1993,Dan STANCIULESCU,,Rs2
4.,Strada ACADEMIEI,4 - 6,3,1960,S+P+5E+Ma,74,4.464,1994,Stelian PICULESCU,Încadrare în clasă de risc seismic în anul 2008,Rs2
5.,Strada AGRICULTORI,43,2,1900,S+P+2E,8,986,1997,Nicolae CONSTANTINESCU,,Rs2
6.,Strada AGRICULTORI,74A,2,1945,S+P+3E,4,1.200,1993,Radu PETROVICI,,Rs2
7.,Strada AGRICULTORI,75,2,1925,S+P+2E,7,800,1997,Nicolae CONSTANTINESCU,,Rs2
8.,Strada AGRICULTORI,76,2,1934,S+P+1E+Ma,4,626,1997,Nicolae CONSTANTINESCU,,Rs2
9.,Bulevardul ALEXANDRU AVERESCU,26 - 28,1,1937,S+P+3E,13,1.293,1996,Eugeniu IORDACHESCU,,Rs2
10.,Strada ALEXANDRU CÂMPEANU,13,1,1920,S+P+2E,7,649,1997,Nicolae CONSTANTINESCU,,Rs2
11.,Strada ALEXANDRU CÂMPEANU,29,1,1934,S+P+2E,5,549,1997,Dragoş BADEA,,Rs2
12.,Strada ALEXANDRU DEPĂRĂŢEANU,19,1,1925,S+P+2E,3,356,1997,Marin TEODOR,,Rs2
13.,Strada ALEXANDRU DEPĂRĂŢEANU,22,1,1900,S+P+2E,4,239,1997,Nicolae CONSTANTINESCU,,Rs2
14.,Strada ALEXANDRU DONICI,30,2,1938,S+P+4E+Ma,25,1.414,2000,Rodica VASILESCU,,Rs2
15.,Strada ALEXANDRU DONICI,6,2,1934,S+P+2E+Ma,4,434,1993,Adina SIMION,,Rs2
16.,Bulevardul ALEXANDRU IOAN CUZA,10,1,1936,S+P+7E,62,3.049,1998,Nicolae CONSTANTINESCU,,Rs2
17.,Bulevardul ALEXANDRU IOAN CUZA,80,1,1946,S+P+3E,8,850,1995,Vladimir AMBROZIE,,Rs2
18.,Bulevardul ALEXANDRU IOAN CUZA,97,1,1940,S+P+1E,2,198,1993,Grigore ARSENIE,,Rs2
19.,Bulevardul ALEXANDRU OBREGIA,30,4,1969,S+P+10E,89,6.886,2000,Zefir APOSTOL,,Rs2
20.,Bulevardul ALEXANDRU OBREGIA,32,4,1969,S+P+10E,88,6.886,2000,Gabriel NICULESCU,,Rs2
21.,Bulevardul ALEXANDRU OBREGIA,34,4,1969,S+P+10E,88,6.886,2000,Zefir APOSTOL,,Rs2
22.,Bulevardul ALEXANDRU OBREGIA,40,4,1969,S+P+10E,88,6.886,2000,Zefir APOSTOL,,Rs2
23.,"Strada ANASTASIE SIMU
 Bulevardul GHEORGHE MAGHERU","6
 5",1,1935,S+P+7E,32,5.700,2016,Şerban PĂUNESCU,"Reîncadrare în clasă de risc seismic în anul 2016 + acordul proprietarilor
 (imobilul a fost încadrat iniţial în RsI de
 expertul tehnic atestat M.D.R.A.P. Valentin GEORGESCU)",Rs2
24.,Strada ARCULUI,26,2,1935,S+Ds+P+4E,12,1.090,2014,Panaite MAZILU,Încadrare în clasă de risc seismic în anul 2014,Rs2
25.,Strada ARDELENI,16,2,1940,Ds+P+2E+Ma,6,890,2016,Şerban PĂUNESCU,"Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P Adina
 SIMION)",Rs2
26.,Strada ARISTIDE PASCAL,14,3,1920,S+P+1E,3,113,1993,Valentin GEORGESCU,,Rs2
27.,Strada ARMENEASCĂ,12,2,1935,S+P+3E+Pod,5,1.780,1993,Adina SIMION,,Rs2
28.,Strada ARMENEASCĂ,43,2,1937,S+P+5E,17,1.859,2001,Mircea CONDRUT,,Rs2
29.,Strada AUREL VLAICU,39,2,1950,P+6E,36,5.041,1993,Emilian TITARU,Încadrare în clasă de risc seismic în anul 2012,Rs2
30.,Strada AUSTRULUI,14,2,1920,S+P+3E+Ma,5,560,1997,Marin TEODOR,,Rs2
31.,Strada BALTAGULUI,13 - 15,5,1960,P+2E,24,1.830,2011,Dan POPESCU,"Încadrare în clasă de risc seismic în anul
 2011",Rs2
32.,Strada BANULUI,3A,1,1936,S+P+5E+Ma,30,2.114,1998,Nicolae CONSTANTINESCU,,Rs2
33.,Strada BARBU ISCOVESCU,25,1,1935,S+P+3E,8,572,1993,Silvia CARAMAN,,Rs2
34.,Bulevardul BASARABIA (bloc 31),28,2,1962-1963,S+P+11E  -  12E,100,7.308,2010,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2010,Rs2
35.,Strada BATIŞTE,35,2,1946,S+P+8E,32,3.725,2013,Barbu VIERESCU,Încadrare în clasă de risc seismic în anul 2013,Rs2
36.,"Strada BĂLCEŞTI (corp A,
 S.C. “BOIER HOSTEL BUCHAREST” S.R.L.)",9,3,1917,S+P+Ma,0,634,2016,Nicolae GHIŢĂ,"Încadrare în clasă de risc seismic în anul 2016 + declaraţiile autentificate notarial ale
 proprietarului şi expertului tehnic",Rs2
37.,Strada BENJAMIN FRANKLIN,9,1,1920,S+P+5E+Ma,12,1.574,1998,Rodica VASILESCU,,Rs2
38.,Strada BIBESCU VODĂ,18 - 20C,4,1935,S+P+5E+Ma S+P+4E+Ma,41,4.874,1993,Alexandru BRANZE,,Rs2
39.,"Strada BIBESCU VODĂ
 (corp B)",24,4,1896,S+P+1E,2,,2018,Traian POPP,Încadrare în clasă de risc seismic în anul 2018.,Rs2
40.,Intrarea BISERICA ALBĂ,3,1,1936,S+P+4E+Ma,5,417,1997,Ion NICULA,,Rs2
41.,Strada BISERICA AMZEI,27,1,1920,S+P+Mz+5E+Ma,24,3.008,1998,Maria DARIE,,Rs2
42.,Bulevardul CAROL I,28,2,1932,S+P+4E,10,0,2017,Traian POPP,Încadrare în clasă de risc seismic în anul 2017,Rs2
43.,Bulevardul CAROL I (fost REPUBLICII),"48
 (58)",2,1900,S+P+1E,5,618,1993,Radu PETROVICI,,Rs2
44.,Calea CĂLĂRAŞILOR,124,3,1910,S+P+1E+Ma,4,266,1993,Dan POPESCU,,Rs2
45.,Calea CĂLĂRAŞILOR,1A,3,1928,S+P+6E,20,2.401,2014,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2014,Rs2
46.,Calea CĂLĂRAŞILOR,1C,3,1928,S+P+6E,20,2.401,2014,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2014,Rs2
47.,Calea CĂLĂRAŞILOR,39,3,1930,S+P+6E,20,2.401,1998,Rodica VASILESCU,,Rs2
48.,Strada CĂMINULUI,22 - 24,2,1932,S+P+4E+Ma,64,6.437,1997,Mihai URSACHESCU,,Rs2
49.,"Strada CÂMPIA LIBERTĂŢII  (bloc PM52, scara A + B + C + D)",6,3,1979,P+10E+1E tehnic,208,18.007,2013,Gheorghe DOBRESCU,"Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a
 construcţiei)",Rs2
50.,"Strada CÂMPIA LIBERTĂŢII (bloc 6A, tronson I + II)",31,3,1963,S+P+9E,119,7.240,2013,Gabriel NICULESCU,"Încadrare în clasă de risc seismic în anul 2013 (documentaţie tehnico economică elaborată pentru creşterea eficienţei energetice a
 construcţiei)",Rs2
51.,Strada CÂMPIA LIBERTĂŢII,40,3,1962,S+P+9E,120,7.240,2001,Mircea CONDRUT,,Rs2
52.,Strada CEZAR BOLLIAC,11C,3,1930,S+P+2E; S+P+1E+Ma,8,540,1993,Adina SIMION,,Rs2
53.,Strada CIPRIAN PORUMBESCU,4,1,1935,S+P+1E+Ma,3,411,1993,Armand NEFIAN,,Rs2
54.,Strada CIPRIAN PORUMBESCU,8,1,1934,S+P+5E,4,680,1993,Silvia CARAMAN,,Rs2
55.,Strada CIPRIAN PORUMBESCU,10,1,1934,S+P+2E+Ma parțial,3,543,2018,Aurelian PAVELESCU,"Încadrare în clasă de risc seismic în anul 2018 (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Radu
 DIAMANDOPOL)",Rs2
56.,Strada CIREŞULUI,29,2,1918,S+P+2E,4,573,1997,Marin TEODOR,,Rs2
57.,Strada CLUCERUL UDRICANI,12 bis,3,1936,D+P+3E,4,530,2010,Mihai URSACHESCU,,Rs2
58.,"Soseaua COLENTINA
 (bloc R27)",5,2,1969,S+P+10E,88,6.908,2000,Dan POPESCU,,Rs2
59.,Soseaua COLENTINA (bloc OD40),7,2,1968,S+P+10E,44,3.025,2000,Adina SIMION,,Rs2
60.,"Soseaua COLENTINA
 (bloc OD56)",9,2,1968,S+P+10E,44,3.201,2000,Adina SIMION,,Rs2
61.,Soseaua COLENTINA (bloc R26),11,2,1960,S+P+10E,88,6.908,1993;2000,Mircea CONDRUT,,Rs2
62.,"Soseaua COLENTINA
 (bloc R24)",21,2,1969,S+P+10E,88,6.952,2000,Dan POPESCU,,Rs2
63.,Soseaua COLENTINA (bloc R48),31,2,1969,S+P+10E,88,6.820,2000,Mircea CONDRUT,,Rs2
64.,"Soseaua COLENTINA
 (bloc OD42)",33,2,1970,S+P+10E,44,3.135,2000,Mihai NAVODARIU,,Rs2
65.,Soseaua COLENTINA (bloc R14),39,2,1969,S+P+10E,88,6.820,2000,Dan POPESCU,,Rs2
66.,Strada CONCORDIEI,7,4,1935,S+P+2E+Ma,5,345,1997,Marin TEODOR,,Rs2
67.,Strada CONSTANTIN BĂLESCU,22,1,1957,S+P+3E+Pod,16,1.038,1993,Armand NEFIAN,,Rs2
68.,Strada CONSTANTIN DISESCU,22,1,1930,S+P+2E+Ma,4,389,1997,Valentin GEORGESCU,,Rs2
69.,Strada CONSTANTIN ESARHU,3,1,1924,S+P+5E+Ma,10,1.460,1997,Mihai URSACHESCU,,Rs2
70.,"Strada CONSTANTIN MILLE
 (corp A + B: “TEATRUL MIC”)",14 - 16,1,"1935 - 1940
 1950 - 1955","S+P+2E
 S+P+Ma",0,"306
 825",2017,Andrei Dragoş MARCU,,Rs2
71.,Strada CONSTANTIN NACU,4,2,1934,S+P+5E,20,1.484,1997,Rodica VASILESCU,,Rs2
72.,Strada CONSTANTIN NACU,7,2,1937,S+P+4E,25,1.698,1996,Mihai URSACHESCU,,Rs2
73.,Strada CONSTANTIN NACU,8,2,1933,S+P+4E+Ma,9,1.538,2004,Rodica VASILESCU,,Rs2
74.,Strada CONSTANTIN SANDU ALDEA,65,1,1938,S+P+3E,7,408,1995,Adina SIMION,,Rs2
75.,Strada CORBENI,37,2,1934,S+P+3E+Ma,9,656,1997,Gabriel NICULESCU,,Rs2
76.,"Strada COVACI
 (“BAZZAR LOUNGE & CLUB”)",10,3,1890,S+P+2E,14,2.282,2016,Mihai URSĂCHESCU,"Reîncadrare în clasă de risc seismic în anul 2016
 (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Ioan
 VÂRŞĂ)",Rs2
77.,"Strada COVACI
 (S.C. “GALERIA NOI” S.R.L. filiala “CRAII DE CURTE VECHE”)",14,3,1940,P+2E+Ma,5,1.535,2016,Armand NEFIAN,"Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Mihai
 PERJESCU)",Rs2
78.,Bulevardul DACIA Strada MIHAI EMINESCU,"28
 8",1,1921,S+P+6E,0,0,1998,Rodica VASILESCU,,Rs2
79.,Bulevardul DACIA,33,1,1929,S+P+4E+Ma,14,875,1995,Adina SIMION,,Rs2
80.,Bulevardul DACIA,47,1,1936,S+P+6E,0,1.029,2000,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2000,Rs2
81.,Bulevardul DACIA,"49
 (5)",1,1948,S+P+5E,24,1.338,1997,Ion GANESCU,,Rs2
82.,Bulevardul DACIA (corp A),88,2,1969,S+P+11E,"36
 (corp A+B)","4.224
 (corp A+B)",2000,Horia DUGAN,,Rs2
83.,Bulevardul DACIA,109,2,1929,S+P+2E+Ma,7,483,1997,Alexandru HRISTOFOROV,,Rs2
84.,Bulevardul DACIA,171 (141),2,1934,S+P+3E+Ma,6,741,1993,Adina SIMION,,Rs2
85.,Bulevardul DACIA,173 (143),2,1933,S+P+2E+Ma,11,880,1993,Adina SIMION,,Rs2
86.,Intrarea DACILOR,4,1,1938,S+P+5E,12,1.375,1998,Rodica VASILESCU,,Rs2
87.,Strada DAVID PRAPORGESCU,11,2,1922,S+P+3E+Ma,7,548,1993,Adina SIMION,,Rs2
88.,"Strada DESPOT VODĂ
 (corp A)",7,2,1923,P+1E,3,268,2015,Eugen LOZINCĂ,Încadrare în clasă de risc seismic în anul 2015,Rs2
89.,Strada D. I. MENDELEEV,19,1,1939,S+P+Mz+4E,10,994,1997,Marin TEODOR,,Rs2
90.,Strada D. I. MENDELEEV,37,1,1930,S+P+3E+Ma,18,1.802,1997,Marin TEODOR,,Rs2
91.,"Strada D. I. MENDELEEV
 (fostă Bulevardul NICOLAE BĂLCEASCU)","39
 (39)",1,1938,S+P+3E+Ma,20,1.591,1999,Ovidiu GEORGESCU,,Rs2
92.,Strada DIMINEŢII,1,2,1935,S+P+2E+Ma,4,670,2008,Nicola GOSPODINOV,Încadrare în clasă de risc seismic în anul 2008,Rs2
93.,Bulevardul DIMITRIE CANTEMIR,13A,4,1932,S+P+3E+Ma,11,900,1997,Armand NEFIAN,,Rs2
94.,"Bulevardul DIMITRIE CANTEMIR
 (bloc 9)",15,4,1964,S+P+8…9E,226,16.380,2014,Dragoş BADEA,Încadrare în clasă de risc seismic în anul 2014,Rs2
95.,Bulevardul DIMITRIE CANTEMIR,15A,4,1934,S+P+3E,5,648,1995,Adina SIMION,,Rs2
96.,Strada DIMITRIE ONCIUL,16A,2,1934,S+P+3E+Ma,5,855,2007,Mircea MIRONESCU,,Rs2
97.,Strada DIMITRIE ONCIUL,29A,2,1935,S+P+3E,4,716,2014,Eugeniu IORDACHESCU,Încadrare în clasă de risc seismic în anul 2014,Rs2
98.,Bulevardul DINICU GOLESCU,23 - 25,1,1960,S+P+9E; S+P+11E,352,24.410,2001,Cristian BALAN,,Rs2
99.,Bulevardul DINICU GOLESCU,7,1,1933,S+P+5E,18,1.181,1997,Radu DIAMANDOPOL,,Rs2
100.,Strada DIONISIE LUPU,35,2,1890,S+P+1E,4,346,1993,Adina SIMION,,Rs2
101.,Strada DOMNIŢA ANASTASIA,15,5,1939,S+P+6E+Ma,26,1.672,1997,Vladimir AMBROZIE,,Rs2
102.,Calea DOROBANŢILOR,10,1,1937,S+P+Mz+8E,36,3.301,1994,Silvia CARAMAN,,Rs2
103.,"Calea DOROBANŢILOR
 (bloc 1)",36 - 40,1,1943,S+P+9E,0,6.925,2012,Dan POPESCU,Încadrare în clasă de risc seismic în anul 2012,Rs2
104.,Calea DOROBANŢILOR,49,1,1934,S+P+2E,7,856,1996,Maria GABOR,,Rs2
105.,Calea DOROBANŢILOR,65,1,1928,S+P+4E,12,1.137,1996,Maria GABOR,,Rs2
106.,Calea DOROBANŢILOR,73,1,1936,S+P+4E,10,521,1996,Maria GABOR,,Rs2
107.,Strada DROBETA,1,2,1936,S+P+4E+Ma,16,1.678,1997,Alexandru HRISTOFOROV,,Rs2
108.,Strada DROBETA,7,2,1939,S+P+5E,26,1.282,1997,Niculaie TUDOSE,,Rs2
109.,Strada DRUMUL TABEREI,20,6,1962,S+P+8E,216,15.993,2001,Mircea CONDRUT,,Rs2
110.,Calea DUDEŞTI,111,3,1947,S+P+4E,9,776,1997,Mihai IANCULESCU,,Rs2
111.,Strada DUMBRAVA ROŞIE,22,2,1930,S+P+3E,7,830,1993,Adina SIMION,,Rs2
112.,Strada DUMBRAVA ROŞIE,24,2,1934,S+P+3E,8,624,1993,Nicolae NEER,,Rs2
113.,Strada EDGAR QUINET,3,1,1930,S+P+10E,30,1.955,1998,Alexandrina PRETORIAN,,Rs2
114.,Strada EDGAR QUINET,5,1,1939,S+P+8E,20,1.622,1998,Anatolie CAZACLIU,,Rs2
115.,Strada ELENA,2,2,1968,S+P+10E,44,2.926,2000,Adina SIMION,,Rs2
116.,Strada ELENA,4,2,1967,S+P+10E,44,3.080,2000,Adina SIMION,,Rs2
117.,Strada EMIL RACOVIŢĂ,6,4,1964,S+P+9E,80,6.000,2000,Gabriel NICULESCU,,Rs2
118.,Strada EPISCOPIEI,2 - 4,1,1929,S+P+5E+Ma,36,2.730,1998,Silvia CARAMAN,,Rs2
119.,Strada EPISCOPIEI,5,1,1936,S+Ds+P+6E,17,2.312,2016,Mircea IEREMIA,"Reîncadrare în clasă de risc seismic în anul 2016 (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Dan
 CĂPĂŢÂNĂ)",Rs2
120.,Strada EPISCOPIEI,6,1,1924,S+P+5E,20,2.350,1998,Grigore ARSENIE,,Rs2
121.,Strada EPISCOPUL RADU,42C,2,1937,"S+P+2E+Ma
 S+P+1E+Ma",4,446,1997,Adina SIMION,,Rs2
122.,"Bulevardul FERDINAND I
 (corp A)",51,2,1956,S+P+5E+Ma,6,2.670,1993,Niculaie TUDOSE,,Rs2
123.,Strada FLUVIULUI,18,1,1933,S+P+5E,12,816,1998,Alexandru BRANZEI,,Rs2
124.,Strada FRUMOASĂ,17,1,1939,S+P+3E+Pod,6,560,2000,Zefir APOSTOL,,Rs2
125.,Intrarea FRUMOASĂ,6,1,1936,S+P+7E,4,390,1993;1999,Maria.DARIE,,Rs2
126.,Strada FĂGĂRAŞ,16,1,1940,S+P+3E,7,513,1997,Horia DUGAN,,Rs2
127.,Strada GABROVENI,6 - 8,3,1890,S+P+1E+Ma,5,2.327,2016,Mihai VOICULESCU,"Reîncadrare în clasă de risc seismic în anul 2016 + acordul majorităţii proprietarilor (imobilul a fost încadrat iniţial în RsI de expertul tehnic atestat M.D.R.A.P. Laurenţiu
 SPOIALA)",Rs2
